timestamp,value,event
1763658986.689278,0.0,DOWN,0.015609559933292898
1763658991.637782,1023.0,UP,1022.9704688393488
1763658994.831143,1023.0,UP,1022.9999999999991
1763658998.411213,279.0,DOWN,381.92789620194753
1763659069.901940,1023.0,UP,1022.9995599067572
1763659079.753769,0.0,DOWN,0.033668648879707955
