EMG_Value
1023
0
0
1023
1023
226
0
0
1023
1023
0
0
654
1023
1023
0
0
1023
1023
0
0
86
1023
1023
0
0
1023
1023
998
0
0
1023
1023
0
0
1023
1023
73
0
78
1023
1023
0
0
1023
1023
1010
0
0
1023
1023
0
0
1023
1023
0
0
727
1023
891
0
0
1023
1023
0
0
474
1023
1023
0
0
1023
1023
0
0
9
1023
1023
0
0
932
1023
1023
0
0
1023
1023
0
0
146
1023
1023
0
0
1023
1023
513
0
0
1023
1023
0
0
522
1023
1023
0
0
1023
1023
0
0
872
1023
1023
0
0
1023
1023
0
0
148
1023
1023
0
0
1023
1023
29
0
17
1023
1023
0
1
1023
1023
0
0
586
1023
1022
0
0
1023
1023
0
0
1023
1023
0
0
158
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
850
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
992
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
21
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
528
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
794
1023
0
0
0
1023
1023
0
0
1023
1023
701
0
0
1023
1023
0
0
74
1023
586
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
567
1023
1013
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
273
1023
0
0
0
1023
1023
0
0
617
1023
0
0
0
1023
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
0
0
0
0
1022
0
0
0
1023
0
0
0
93
511
0
0
0
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
0
0
0
0
1023
0
0
0
331
987
0
0
0
1023
0
0
0
0
1023
0
0
0
1023
619
0
0
0
1023
0
0
0
1023
1023
0
0
0
1023
539
0
0
455
1023
0
0
0
1023
1023
0
0
0
1023
0
0
0
1023
1023
0
0
0
1023
1023
0
0
32
1023
0
0
0
1023
1023
0
0
0
1023
891
0
0
1023
1023
0
0
0
1023
1023
0
0
713
1023
0
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
501
1023
697
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
185
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
980
1023
203
0
0
1023
1023
0
0
373
1023
969
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
6
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
0
1023
0
0
0
1023
1023
0
0
0
1023
1023
0
0
972
1023
0
0
0
1023
1023
0
0
94
1023
995
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
19
1023
1023
0
0
1023
1023
977
0
0
1023
1023
0
0
572
1023
1023
0
0
1023
1023
0
0
9
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
287
1023
1023
0
0
1023
1023
689
0
0
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
46
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
524
1023
1023
0
0
1023
1023
0
0
139
1023
1023
0
0
1023
1023
965
0
0
1023
1023
0
0
605
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
117
1023
1023
0
0
1023
1023
532
0
0
1023
1023
0
0
1009
1023
1023
0
0
1023
1023
0
0
3
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
262
1023
1023
0
0
1023
1023
175
0
0
1023
1023
0
0
1023
1023
833
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
859
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
303
0
11
1023
1023
0
0
1023
1023
1023
0
1023
1023
1023
0
0
1023
1023
1023
0
1023
1023
1023
782
0
1023
1023
1023
0
0
1023
1023
1023
0
201
1023
1023
0
0
802
1023
1023
0
0
1023
1023
811
0
0
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
