EMG_Value
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1022
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
310
1023
1020
0
0
1023
1023
0
0
13
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
424
1023
715
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
88
1023
611
0
0
1023
1023
0
0
0
1023
1023
0
0
225
1023
0
0
0
1023
1023
0
0
6
1023
586
0
0
1023
1023
0
0
0
1023
1023
0
0
56
1023
0
0
0
1023
1023
0
0
26
1023
966
0
0
1014
1023
0
0
0
1023
1023
0
0
1
1023
873
0
0
1023
1023
0
0
0
1023
1023
0
0
855
1023
0
0
0
1023
1023
0
0
156
1023
0
0
0
1023
1023
0
0
0
1023
0
0
0
1023
1023
0
0
0
1023
974
0
0
525
1023
0
0
0
1023
1023
0
0
0
1023
0
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
1023
0
799
1023
1023
0
0
1023
1023
1023
0
674
1023
1023
0
0
707
1023
1023
0
0
1023
1023
209
0
540
1023
1023
0
0
1023
1023
1023
0
0
1023
1023
0
0
153
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
155
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
510
1023
765
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
520
1023
543
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
136
1023
765
0
0
1023
1023
0
0
0
1023
1023
0
0
551
1023
0
0
0
1023
1023
0
0
0
1023
1023
0
0
1023
1023
0
0
0
1023
1023
0
0
161
1023
318
0
0
1023
1023
0
0
0
1023
1023
0
0
701
1023
0
0
0
1023
1023
0
0
2
1023
920
0
0
1023
1023
0
0
0
1023
1023
0
0
251
1023
0
0
0
1023
1023
0
0
1
1023
970
0
0
