MAV,RMS,VAR,WL,ZC,SSC,WAMP,IEMG,label,start_time,end_time
14.08310249307478,19.94216013105202,397.68975069252076,259.0,4,9,18,267.5789473684208,REST,1763817881.773638,1763817883.206665
11.673130193905823,16.6665189282464,277.7728531855956,234.0,4,9,18,221.78947368421063,REST,1763817881.773896,1763817883.407126
11.146814404432133,16.249952056183268,264.0609418282549,216.0,4,10,18,211.78947368421052,REST,1763817881.774003,1763817883.618781
12.033240997229917,16.648725338645658,277.1800554016621,218.0,3,11,18,228.63157894736844,REST,1763817881.774098,1763817883.814068
12.54293628808864,16.952107869490348,287.3739612188366,210.0,3,10,17,238.31578947368416,REST,1763817881.774204,1763817884.006651
12.465373961218837,16.915465231229074,286.13296398891964,201.0,3,10,16,236.84210526315792,REST,1763817881.786655,1763817884.215558
12.875346260387813,17.251119037130344,297.6011080332409,147.0,4,9,16,244.63157894736844,REST,1763817881.786896,1763817884.406658
11.329639889196677,13.192165894849484,174.03324099722994,79.0,1,9,16,215.26315789473688,REST,1763817881.787037,1763817884.606685
11.163434903047088,13.483754460424977,181.81163434903047,71.0,3,8,16,212.10526315789468,REST,1763817881.787154,1763817884.806701
12.736842105263158,19.27911332313589,371.6842105263158,108.0,1,7,16,242.0,REST,1763817881.787267,1763817885.008954
12.570637119113568,18.82180617825065,354.26038781163436,157.0,1,7,16,238.8421052631578,REST,1763817881.787379,1763817885.206707
12.664819944598339,18.564852264755256,344.65373961218836,164.0,1,7,16,240.63157894736844,REST,1763817881.807203,1763817885.406712
14.465373961218832,20.479027850888126,419.3905817174515,188.0,1,3,13,274.8421052631578,REST,1763817882.013092,1763817885.607159
16.792243767313014,22.352006361077542,499.61218836565087,190.0,1,3,13,319.0526315789473,REST,1763817882.206607,1763817885.806723
22.637119113573405,29.389541547199585,863.7451523545707,228.0,3,3,13,430.1052631578947,REST,1763817882.406657,1763817886.006744
26.8753462603878,32.65364279543149,1066.2603878116345,237.0,3,4,13,510.6315789473682,REST,1763817882.614188,1763817886.206771
26.698060941828263,32.13372336479728,1032.5761772853186,287.0,3,3,13,507.263157894737,REST,1763817882.806615,1763817886.406707
25.98337950138503,31.557536601317445,995.8781163434902,286.0,3,3,13,493.6842105263156,REST,1763817883.006635,1763817886.60674
25.357340720221604,30.6642979534029,940.2991689750695,295.0,3,4,14,481.78947368421046,REST,1763817883.206665,1763817886.806752
24.11634349030471,29.58812369366992,875.4570637119114,308.0,4,5,14,458.21052631578954,REST,1763817883.407126,1763817887.006747
23.157894736842106,28.749370702494925,826.5263157894736,309.0,6,6,15,440.0,REST,1763817883.618781,1763817887.206753
26.975069252077567,33.08345863807265,1094.5152354570637,394.0,7,6,15,512.5263157894738,REST,1763817883.814068,1763817887.406769
27.634349030470915,34.17844649755383,1168.1662049861495,521.0,8,7,16,525.0526315789474,REST,1763817884.006651,1763817887.606769
27.711911357340725,34.28041444330031,1175.1468144044322,536.0,8,8,17,526.5263157894738,REST,1763817884.215558,1763817887.807091
26.74238227146815,33.493622000038165,1121.8227146814404,559.0,8,8,17,508.1052631578948,REST,1763817884.406658,1763817888.00678
27.20775623268698,34.14917575851794,1166.1662049861495,591.0,8,9,18,516.9473684210526,REST,1763817884.606685,1763817888.206767
26.975069252077567,33.91769408876684,1150.409972299169,606.0,8,10,18,512.5263157894738,REST,1763817884.806701,1763817888.407207
26.781163434903043,33.74862262501794,1138.9695290858724,558.0,7,9,18,508.8421052631578,REST,1763817885.008954,1763817888.606787
26.055401662049864,33.9156522588619,1150.271468144044,521.0,6,9,18,495.0526315789474,REST,1763817885.206707,1763817888.806793
26.13296398891967,33.98435357761926,1154.9362880886426,516.0,6,10,18,496.5263157894737,REST,1763817885.406712,1763817889.006802
26.831024930747915,34.47235835136188,1188.3434903047091,495.0,5,11,18,509.7894736842104,REST,1763817885.607159,1763817889.206807
26.55401662049861,34.77836433817412,1209.5346260387814,489.0,5,11,18,504.52631578947364,REST,1763817885.806723,1763817889.406812
25.124653739612185,34.35169255165508,1180.0387811634348,454.0,5,11,18,477.3684210526315,REST,1763817886.006744,1763817889.607121
20.576177285318565,29.942604375483167,896.5595567867036,448.0,5,12,18,390.9473684210527,REST,1763817886.206771,1763817889.807212
17.04709141274238,26.32852323496462,693.191135734072,405.0,3,12,18,323.8947368421052,REST,1763817886.406707,1763817890.006823
16.38227146814405,26.093906697905602,680.8919667590028,429.0,4,12,18,311.263157894737,REST,1763817886.60674,1763817890.20683
17.4459833795014,26.716631399781683,713.7783933518007,440.0,4,11,18,331.4736842105266,REST,1763817886.806752,1763817890.406833
16.31578947368421,26.27586445070036,690.421052631579,444.0,4,11,18,310.0,REST,1763817887.006747,1763817890.606841
19.8393351800554,29.107023835581284,847.218836565097,493.0,4,12,18,376.9473684210526,REST,1763817887.206753,1763817890.806967
20.404432132963972,29.501772330440065,870.3545706371191,477.0,5,12,18,387.6842105263155,REST,1763817887.406769,1763817891.006849
17.518005540166207,26.993689628844614,728.6592797783933,419.0,10,11,18,332.8421052631579,REST,1763817887.606769,1763817891.2072
18.166204986149584,27.719009547686028,768.3434903047091,448.0,10,12,18,345.1578947368421,REST,1763817887.807091,1763817891.406914
17.91135734072022,27.67300153309025,765.7950138504156,459.0,10,11,18,340.31578947368416,REST,1763817888.00678,1763817891.607425
18.808864265927976,28.610286200146504,818.5484764542937,461.0,9,10,18,357.36842105263156,REST,1763817888.206767,1763817891.806885
36.53185595567865,66.95940805346031,4483.562326869805,678.0,5,8,16,694.1052631578943,REST,1763817888.407207,1763817892.007324
77.3905817174515,132.40481868527417,17531.036011080334,930.0,3,7,16,1470.4210526315785,REST,1763817888.606787,1763817892.207189
117.59002770083106,170.53853107646216,29083.390581717453,916.0,1,5,13,2234.21052631579,REST,1763817888.806793,1763817892.40686
153.90027700831024,197.4694758837861,38994.19390581717,909.0,1,5,12,2924.1052631578946,REST,1763817889.006802,1763817892.607826
184.4875346260388,217.76215137309129,47420.35457063713,905.0,1,4,11,3505.263157894737,REST,1763817889.206807,1763817892.806876
209.10249307479225,232.900095091498,54242.454293628805,903.0,1,4,11,3972.9473684210525,REST,1763817889.406812,1763817893.006873
227.7562326869806,243.8507672243421,59463.196675900275,894.0,1,4,11,4327.368421052632,REST,1763817889.607121,1763817893.207553
240.90304709141273,251.61425649597473,63309.734072022155,886.0,1,4,11,4577.157894736842,REST,1763817889.807212,1763817893.407078
247.84487534626035,255.80224139674988,65434.7867036011,876.0,1,4,11,4709.052631578947,REST,1763817890.006823,1763817893.60722
250.88642659279782,259.30438589221023,67238.76454293629,1450.0,2,4,11,4766.842105263158,REST,1763817890.20683,1763817893.806918
253.2797783933518,261.65707823943495,68464.42659279778,1471.0,2,4,11,4812.315789473684,REST,1763817890.406833,1763817894.006922
244.50415512465372,257.62749848927103,66371.92797783935,1693.0,2,3,11,4645.578947368421,REST,1763817890.606841,1763817894.206922
232.75900277008313,251.93426790784218,63470.8753462604,1690.0,3,2,11,4422.421052631579,REST,1763817890.806967,1763817894.406928
223.4626038781164,247.96616470108395,61487.218836565095,1636.0,2,3,11,4245.789473684212,REST,1763817891.006849,1763817894.607217
217.37950138504152,242.28182349169293,58700.48199445985,1695.0,2,2,11,4130.210526315789,REST,1763817891.2072,1763817894.806998
208.3102493074792,230.98945305754268,53356.12742382271,1658.0,2,2,10,3957.894736842105,REST,1763817891.406914,1763817895.007266
205.56232686980613,226.89503595433777,51481.35734072023,1712.0,2,2,10,3905.6842105263163,REST,1763817891.607425,1763817895.206951
205.9168975069252,227.42456665454054,51721.93351800555,1709.0,2,2,10,3912.4210526315787,REST,1763817891.806885,1763817895.40695
209.81717451523545,233.21917930472156,54391.18559556787,1518.0,2,2,10,3986.5263157894738,REST,1763817892.007324,1763817895.607316
224.22160664819947,244.65826695623366,59857.6675900277,1264.0,1,2,9,4260.21052631579,REST,1763817892.207189,1763817895.809635
222.48753462603878,245.65269495243916,60345.24653739613,1265.0,3,2,9,4227.263157894737,REST,1763817892.40686,1763817896.00729
217.79501385041553,242.524853796763,58818.30470914128,1271.0,3,2,9,4138.105263157895,REST,1763817892.607826,1763817896.20698
204.0831024930748,231.56660254177928,53623.09141274238,1377.0,3,2,10,3877.5789473684213,REST,1763817892.806876,1763817896.406987
191.8670360110804,224.36879760947204,50341.35734072022,1549.0,3,3,11,3645.473684210527,REST,1763817893.006873,1763817896.606997
191.86703601108033,224.36879760947204,50341.35734072023,2188.0,4,4,12,3645.4736842105262,REST,1763817893.207553,1763817896.807476
174.5152354570637,207.74434266992046,43157.71191135734,2449.0,4,5,13,3315.7894736842104,REST,1763817893.407078,1763817897.006997
153.33518005540168,187.12157009404297,35014.481994459835,2727.0,5,5,14,2913.3684210526317,REST,1763817893.60722,1763817897.206969
132.25484764542935,161.96757652343678,26233.495844875346,2201.0,4,4,14,2512.842105263158,REST,1763817893.806918,1763817897.407001
133.14681440443212,163.11644634815974,26606.975069252083,2169.0,4,4,14,2529.7894736842104,REST,1763817894.006922,1763817897.607005
135.70637119113576,165.89154752477958,27520.005540166207,1925.0,3,4,13,2578.421052631579,REST,1763817894.206922,1763817897.807301
132.64819944598335,166.77903506555052,27815.246537396128,1897.0,5,3,13,2520.3157894736837,REST,1763817894.406928,1763817898.007354
123.21883656509695,163.27187869070147,26657.70637119114,1889.0,5,3,13,2341.157894736842,REST,1763817894.607217,1763817898.207017
115.08587257617725,161.98715793290543,26239.83933518005,1821.0,5,3,13,2186.631578947368,REST,1763817894.806998,1763817898.407021
115.96121883656511,170.4842865684665,29064.891966759,1889.0,5,3,14,2203.263157894737,REST,1763817895.007266,1763817898.607352
114.65373961218836,176.23764175451035,31059.70637119113,1800.0,5,3,13,2178.4210526315787,REST,1763817895.206951,1763817898.807034
115.72299168975066,180.66191010219296,32638.725761772857,1807.0,4,3,13,2198.7368421052624,REST,1763817895.40695,1763817899.007355
118.39335180055402,182.41804595572424,33276.34349030472,1817.0,3,3,13,2249.4736842105262,REST,1763817895.607316,1763817899.207402
119.55678670360109,182.67862278979644,33371.47922437673,1887.0,3,3,14,2271.578947368421,REST,1763817895.809635,1763817899.407384
119.1301939058172,182.6741646087713,33369.85041551247,1918.0,3,3,15,2263.4736842105267,REST,1763817896.00729,1763817899.607049
119.99445983379502,182.7380244929004,33393.18559556786,1946.0,4,3,16,2279.8947368421054,REST,1763817896.20698,1763817899.808176
123.45152354570637,183.30251398807664,33599.81163434904,1882.0,4,2,16,2345.578947368421,REST,1763817896.406987,1763817900.007067
121.07479224376732,182.29536776350966,33231.60110803323,1735.0,3,1,16,2300.421052631579,REST,1763817896.606997,1763817900.20751
159.51800554016623,224.32116123875025,50319.983379501384,1596.0,2,0,15,3030.8421052631584,REST,1763817896.807476,1763817900.40704
134.83656509695288,189.20729812047384,35799.401662049866,1690.0,2,1,16,2561.894736842105,REST,1763817897.006997,1763817900.607392
117.48476454293629,174.80764259996567,30557.71191135734,1579.0,2,1,16,2232.2105263157896,REST,1763817897.206969,1763817900.807077
114.22714681440448,174.40963339680135,30418.720221606647,1568.0,1,1,16,2170.315789473685,REST,1763817897.407001,1763817901.007662
113.37950138504154,174.3166634862401,30386.299168975067,1558.0,1,1,15,2154.210526315789,REST,1763817897.607005,1763817901.207066
112.09418282548478,174.1239250483351,30319.14127423822,1566.0,2,1,16,2129.789473684211,REST,1763817897.807301,1763817901.407097
