MAV,RMS,VAR,WL,ZC,SSC,WAMP,IEMG,label,start_time,end_time
9.373484284823743,12.24581984851942,149.96010376239215,1308.0,57,181,381,4180.57399103139,REST,1763833206.99507,1763833207.418258
10.367190170725326,12.97836580025936,168.43797884534175,1300.0,43,184,381,4623.766816143496,REST,1763833207.06712,1763833207.422755
10.638621327595567,12.901787947285564,166.45613223672305,1274.0,41,181,379,4744.825112107623,REST,1763833207.075034,1763833207.429835
10.808934424581231,12.726939515955117,161.97498944277984,1284.0,27,178,380,4820.784753363229,REST,1763833207.082545,1763833207.441362
10.475135232962657,12.318521957974573,151.7459832291017,1240.0,29,176,379,4671.910313901345,REST,1763833207.09176,1763833207.459041
10.410283737859197,12.22809768285084,149.52637294134206,1245.0,26,178,380,4642.986547085202,REST,1763833207.099564,1763833207.485747
10.762422329023309,12.494692512749397,156.11734098815583,1273.0,24,182,383,4800.040358744396,REST,1763833207.107136,1763833207.515176
10.95350801343281,12.690716854258877,161.05429427497035,1306.0,24,184,386,4885.264573991033,REST,1763833207.140789,1763833207.526853
10.768304208811763,12.492684621660992,156.06716905628502,1341.0,26,183,390,4802.663677130046,REST,1763833207.150002,1763833207.543515
10.36839671016912,12.094204696749516,146.26978724687805,1354.0,28,184,392,4624.304932735427,REST,1763833207.173825,1763833207.547321
9.930372619598222,11.686915342682624,136.5839902270305,1359.0,37,179,393,4428.946188340807,REST,1763833207.181864,1763833207.551252
9.742152466367713,11.507601309238025,132.4248878923767,1339.0,29,181,393,4345.0,REST,1763833207.22304,1763833207.555505
9.611795933962075,11.433243735605494,130.71906231776225,1310.0,31,178,389,4286.860986547085,REST,1763833207.251122,1763833207.55988
9.38289529248527,11.252799214268823,126.62549015664905,1329.0,34,184,393,4184.77130044843,REST,1763833207.267953,1763833207.56548
9.376560960405396,11.275032811382225,127.12636489774577,1400.0,38,188,393,4181.946188340807,REST,1763833207.32948,1763833207.570594
9.76502644332281,11.729743428329876,137.58688089444792,1435.0,38,193,396,4355.201793721973,REST,1763833207.334553,1763833207.577615
10.03965492971908,11.96081755015337,143.06115646805688,1482.0,38,201,402,4477.686098654709,REST,1763833207.340065,1763833207.634596
10.197912686762251,12.051735320582114,145.24432423736653,1504.0,31,203,403,4548.269058295964,REST,1763833207.40404,1763833207.669834
9.625540429125863,11.627220088164846,135.19224697862413,1515.0,43,204,402,4292.991031390135,REST,1763833207.408278,1763833207.697116
9.120593617406342,11.114914031221938,123.54131392145429,1508.0,46,207,401,4067.7847533632284,REST,1763833207.412277,1763833207.712807
8.58659936857769,10.284707415375497,105.77520661987974,1495.0,46,208,401,3829.6233183856502,REST,1763833207.416794,1763833207.717412
7.990910736190149,9.424118896320662,88.81401697198818,1495.0,46,200,399,3563.9461883408067,REST,1763833207.421691,1763833207.721253
7.689678055058415,9.05579067828227,82.00734480886405,1509.0,46,200,400,3429.596412556053,REST,1763833207.428741,1763833207.725479
7.405799432926461,8.734927610757817,76.29896036517927,1540.0,47,201,400,3302.9865470852014,REST,1763833207.434046,1763833207.73331
7.209213939552375,8.587054048683623,73.73749723501376,1540.0,55,201,399,3215.309417040359,REST,1763833207.457047,1763833207.741049
7.1195077319069355,8.53566211846976,72.85752780067968,1543.0,56,198,400,3175.3004484304934,REST,1763833207.465657,1763833207.815952
6.8075569587162414,8.304751436291681,68.96889641858876,1563.0,61,198,399,3036.1704035874436,REST,1763833207.501789,1763833207.819819
6.520802750909931,8.02341658260535,64.3752136580265,1525.0,68,198,396,2908.2780269058294,REST,1763833207.524506,1763833207.824527
6.380080033783106,7.829366864658833,61.298985501417675,1528.0,70,198,393,2845.515695067265,REST,1763833207.542571,1763833207.829629
6.292686360071587,7.784314542507909,60.59555289670011,1555.0,79,200,393,2806.538116591928,REST,1763833207.546446,1763833207.834282
6.479820627802691,7.976826014316957,63.62975326268375,1626.0,79,194,392,2890.0,REST,1763833207.550323,1763833207.838942
6.5217277644835,8.044811804109678,64.71899696354241,1666.0,83,195,389,2908.690582959641,REST,1763833207.554553,1763833207.844183
6.497325504232943,8.075772850984766,65.2181071407026,1694.0,87,199,393,2897.807174887893,REST,1763833207.559002,1763833207.848896
6.679754268133281,8.254675158227963,68.13966196786583,1734.0,86,198,393,2979.170403587443,REST,1763833207.563741,1763833207.918936
6.604124353998673,8.183071711250154,66.96266263146254,1701.0,86,194,393,2945.439461883408,REST,1763833207.569413,1763833207.923605
6.41895071286372,7.874210902022249,62.003197329526024,1730.0,90,193,397,2862.852017937219,REST,1763833207.57627,1763833207.927742
6.3126847513523305,7.6752088481864105,58.90883086327897,1690.0,83,197,396,2815.4573991031393,REST,1763833207.633568,1763833207.932916
6.18478151581572,7.565335080367562,57.234294878240064,1679.0,85,192,394,2758.412556053811,REST,1763833207.659944,1763833207.938323
6.361609925797825,7.680316134582288,58.98725592712501,1677.0,78,193,394,2837.27802690583,REST,1763833207.695396,1763833207.943314
6.850791288785215,8.293971703537178,68.78996661907539,1682.0,76,192,396,3055.452914798206,REST,1763833207.703166,1763833207.948496
7.273924671720725,9.015165042751823,81.27320074805444,1664.0,62,185,393,3244.1704035874436,REST,1763833207.716401,1763833208.013593
7.605863781696793,9.39444358067215,88.25557019043215,1697.0,60,189,396,3392.2152466367697,REST,1763833207.720317,1763833208.017822
7.367210279716061,9.269227784652985,85.9185837237829,1710.0,70,191,396,3285.775784753363,REST,1763833207.724559,1763833208.022419
7.292304289247721,9.246255097314775,85.49323332461944,1706.0,82,193,395,3252.3677130044834,REST,1763833207.731306,1763833208.026951
7.42578776971184,9.376387803062817,87.91664823342516,1715.0,76,200,397,3311.9013452914805,REST,1763833207.739523,1763833208.031425
7.793711918598806,9.85832318527126,97.1865360252569,1718.0,74,205,399,3475.9955156950673,REST,1763833207.815091,1763833208.035684
8.128818194614814,10.189667064565251,103.82931488668584,1724.0,76,203,400,3625.4529147982066,REST,1763833207.818924,1763833208.039914
8.328882543385145,10.337790864890666,106.8699199662169,1760.0,73,195,402,3714.6816143497745,REST,1763833207.823551,1763833208.045139
8.241378270224617,10.265461654996667,105.37970299020692,1752.0,73,197,405,3675.654708520179,REST,1763833207.828592,1763833208.110577
8.177512115666913,10.224336449993578,104.53705584266726,1737.0,71,198,405,3647.1704035874427,REST,1763833207.833313,1763833208.114638
8.175159363751531,10.177694148644562,103.58545818335378,1723.0,67,201,406,3646.121076233183,REST,1763833207.837988,1763833208.119877
8.477890164692633,10.410380301298108,108.3760180176557,1672.0,62,201,407,3781.1390134529147,REST,1763833207.843182,1763833208.125316
8.36322869955157,10.280282506311776,105.68420840957992,1639.0,59,203,406,3730.0,REST,1763833207.847667,1763833208.130977
7.910454664280398,9.937136762859677,98.74668704377727,1587.0,63,201,406,3528.062780269058,REST,1763833207.917859,1763833208.135997
7.783989221580969,9.841876596430753,96.86253493937141,1570.0,64,198,406,3471.659192825112,REST,1763833207.922396,1763833208.205348
7.9976472480846175,10.01658144874,100.33190391924228,1518.0,57,202,406,3566.9506726457394,REST,1763833207.926742,1763833208.210288
8.170091898087636,10.163499062107755,103.29671318546524,1521.0,53,197,406,3643.8609865470853,REST,1763833207.931843,1763833208.298848
8.155935168613889,10.160017207027122,103.2259496470872,1490.0,52,196,407,3637.5470852017943,REST,1763833207.936711,1763833208.309622
8.114249230831103,10.150785852214742,103.03845341752297,1502.0,57,191,407,3618.955156950672,REST,1763833207.942286,1763833208.39392
7.618622936314828,9.774173202008605,95.53446178286312,1520.0,72,197,408,3397.9058295964132,REST,1763833207.947618,1763833208.40873
6.765267751211568,8.814444042415305,77.69442377687065,1538.0,87,205,412,3017.309417040359,REST,1763833207.961202,1763833208.491218
5.922007279454644,7.648632791749122,58.50158358301997,1513.0,100,201,407,2641.215246636771,REST,1763833208.016927,1763833208.507991
5.701019525829998,7.408122305715715,54.88027609644272,1445.0,103,199,405,2542.654708520179,REST,1763833208.021307,1763833208.583636
5.782983772044481,7.451710319641266,55.527986687848134,1452.0,101,197,402,2579.210762331839,REST,1763833208.025914,1763833208.607326
5.754308351263852,7.460240688875721,55.65519113595688,1457.0,103,191,402,2566.4215246636777,REST,1763833208.030172,1763833208.679399
5.300971264252247,6.952558691025099,48.33807235214864,1447.0,101,189,402,2364.2331838565024,REST,1763833208.034727,1763833208.707056
4.8932313137203645,6.459550977402125,41.72579882965674,1426.0,105,190,402,2182.3811659192825,REST,1763833208.038957,1763833208.773678
4.584246616662308,6.003889828808861,36.04669307647449,1370.0,107,192,398,2044.5739910313896,REST,1763833208.044106,1763833208.831048
4.591717106718416,6.005949730252474,36.07143216231978,1359.0,104,192,399,2047.9058295964137,REST,1763833208.081599,1763833208.8659
4.56909449214744,6.019021859310222,36.22862414285427,1339.0,104,186,393,2037.8161434977583,REST,1763833208.113741,1763833208.959127
4.670956584689017,6.108392466533779,37.31245852520662,1314.0,99,187,393,2083.2466367713014,REST,1763833208.118746,1763833208.963995
4.688742986989486,6.088931925931886,37.07509199863259,1306.0,98,185,393,2091.179372197311,REST,1763833208.12397,1763833209.065706
4.671640290373827,6.012588428479681,36.15121961028776,1296.0,98,178,393,2083.551569506727,REST,1763833208.12954,1763833209.074922
4.986919101530295,6.318828416061782,39.92759255162983,1261.0,95,173,388,2224.1659192825114,REST,1763833208.135123,1763833209.104706
5.347845321643305,6.6448109104195705,44.153512035230946,1238.0,83,170,385,2385.1390134529142,REST,1763833208.159943,1763833209.171918
5.672746284863962,6.88034433212883,47.33913812865732,1194.0,71,165,377,2530.044843049327,REST,1763833208.208869,1763833209.240481
6.6879888998371175,8.83819530410966,78.11369623358604,1157.0,45,156,376,2982.8430493273545,REST,1763833208.297899,1763833209.262002
10.344909408996765,16.935554656474988,286.8130115224517,1134.0,35,151,377,4613.829596412557,REST,1763833208.301827,1763833209.350737
19.071527680025724,32.58245202089525,1061.6161796939414,1117.0,13,77,260,8505.901345291473,REST,1763833208.393039,1763833209.354783
33.458263789740414,51.42730501337874,2644.7677009390904,1093.0,1,41,171,14922.385650224223,REST,1763833208.39758,1763833209.445049
46.546763457942035,63.91999837894855,4085.766192764785,1058.0,0,18,96,20759.856502242146,REST,1763833208.490233,1763833209.451562
53.344708319089456,67.37347999824814,4539.185807074342,1077.0,0,17,96,23791.739910313896,REST,1763833208.496669,1763833209.536559
55.451979730137325,67.52314282159458,4559.374816505459,1062.0,0,15,91,24731.582959641248,REST,1763833208.582758,1763833209.550411
54.6471173761789,66.68408101112902,4446.766660298819,1007.0,0,11,82,24372.614349775788,REST,1763833208.595816,1763833209.627889
53.05019204086147,65.73807588334921,4321.49462084498,973.0,0,10,76,23660.385650224216,REST,1763833208.67811,1763833209.649752
51.61676285467233,64.76854364747197,4194.964246214482,1009.0,2,11,80,23021.07623318386,REST,1763833208.695493,1763833209.721812
51.4694544430815,64.6231507024252,4176.151606708359,967.0,2,9,71,22955.37668161435,REST,1763833208.772826,1763833209.748626
52.51358362323795,66.0903494000319,4367.934283818296,971.0,2,9,68,23421.058295964125,REST,1763833208.795115,1763833209.816807
54.862504775885306,69.98998188166485,4898.597563795774,929.0,2,7,61,24468.677130044845,REST,1763833208.864873,1763833209.849496
58.12536950270466,75.11383549983685,5642.088283496551,867.0,2,5,53,25923.91479820628,REST,1763833208.894284,1763833209.917464
62.38513744495164,80.90407374033136,6545.469147780972,845.0,2,2,24,27823.771300448432,REST,1763833208.963081,1763833209.94881
67.77359287337367,87.35070503166443,7630.145669528846,827.0,1,2,23,30227.022421524656,REST,1763833208.993865,1763833210.02867
74.05308773552657,93.93004045859342,8822.852500552997,793.0,0,1,20,33027.67713004485,REST,1763833209.073791,1763833210.048913
81.34175229745219,100.83032674233998,10166.754790967043,778.0,0,1,9,36278.421524663674,REST,1763833209.09323,1763833210.140419
89.55080536507873,107.39491243216513,11533.667216312417,774.0,0,1,8,39939.659192825115,REST,1763833209.170044,1763833210.149442
98.237145327676,113.46161979844416,12873.539167286695,768.0,0,1,8,43813.7668161435,REST,1763833209.192507,1763833210.243756
104.310663797784,117.57265690504862,13823.329651712276,759.0,0,1,8,46522.55605381166,REST,1763833209.261045,1763833210.249239
106.50353918236843,119.44073445704441,14266.089047638203,733.0,0,1,8,47500.57847533632,REST,1763833209.291525,1763833210.338634
103.55496792615978,117.553572663946,13818.842446057632,665.0,0,1,7,46185.51569506726,REST,1763833209.353935,1763833210.349066
94.68503287819985,108.85642357051279,11849.72095256289,617.0,0,1,7,42229.52466367713,REST,1763833209.43276,1763833210.436491
81.96784572382313,93.97337128274972,8830.99451024553,583.0,0,1,11,36557.659192825115,REST,1763833209.448035,1763833210.448742
70.149490237085,81.08052465923163,6574.051479016268,522.0,0,1,8,31286.67264573991,REST,1763833209.535645,1763833210.540453
59.920448832673095,71.49065261057501,5110.9134106859165,488.0,0,1,11,26724.5201793722,REST,1763833209.53943,1763833210.548213
51.009853405457584,63.70392397189864,4058.189929417443,479.0,0,1,11,22750.39461883408,REST,1763833209.627046,1763833210.64353
41.1753705081542,54.22523215114902,2940.375801846005,462.0,1,1,25,18364.215246636773,REST,1763833209.638401,1763833210.648486
30.810191236501844,43.03389928139791,1851.916487361499,417.0,1,0,21,13741.345291479822,REST,1763833209.720876,1763833210.740041
23.516760843773255,32.504883874864,1056.5674757183938,365.0,2,1,80,10488.475336322872,REST,1763833209.737362,1763833210.746989
18.961642100182992,24.32042150807901,591.4829023306321,350.0,0,1,68,8456.892376681615,REST,1763833209.815694,1763833210.834237
17.38070341249573,21.370784626698644,456.7104355607392,324.0,1,1,54,7751.793721973096,REST,1763833209.838169,1763833210.847177
17.522904140441195,21.57387044137307,465.43188582115073,319.0,0,1,53,7815.215246636773,REST,1763833209.916582,1763833210.940973
18.496490981117656,22.803674727760548,520.0075810895052,310.0,0,0,49,8249.434977578474,REST,1763833209.937506,1763833210.946974
20.879104747732715,24.959146273183286,622.9589826861591,306.0,0,0,49,9312.08071748879,REST,1763833210.027754,1763833211.045934
23.38673610971465,27.138213942621494,736.4826559954956,299.0,1,0,45,10430.484304932734,REST,1763833210.03748,1763833211.052042
24.722194293068426,28.23297632487073,797.100952160711,289.0,0,0,41,11026.098654708518,REST,1763833210.139062,1763833211.194388
25.079128878521583,28.237735457974786,797.3697037945665,290.0,1,0,40,11185.291479820626,REST,1763833210.143597,1763833211.211331
24.456675179472743,26.8181347401736,719.2123509421062,290.0,0,0,39,10907.677130044844,REST,1763833210.213121,1763833211.218715
23.212411269078405,25.103930543276917,630.2073287216714,280.0,0,0,33,10352.735426008969,REST,1763833210.246809,1763833211.27469
22.280781837559573,24.344750965984623,592.6668995958092,270.0,0,0,31,9937.22869955157,REST,1763833210.337494,1763833211.309012
21.725964728830263,24.136401805890074,582.5658921353737,275.0,2,0,30,9689.780269058298,REST,1763833210.341577,1763833211.396636
20.571708660942306,23.44374086408796,549.6089857025075,283.0,1,0,32,9174.98206278027,REST,1763833210.435627,1763833211.400837
18.890506545476487,22.165829129019624,491.32398097689463,284.0,0,0,33,8425.165919282514,REST,1763833210.439553,1763833211.491136
16.498843733033045,19.970734711760283,398.8302449275071,297.0,3,73,249,7358.484304932737,REST,1763833210.539421,1763833211.497705
13.949063926481529,17.392083439013707,302.48456634961485,297.0,7,73,250,6221.282511210762,REST,1763833210.544478,1763833211.592534
11.570341249572678,14.634058518554813,214.15566872448673,291.0,1,69,244,5160.372197309414,REST,1763833210.638762,1763833211.598108
9.491232480041836,12.249832714626226,150.05840153632687,293.0,9,73,245,4233.089686098659,REST,1763833210.647464,1763833211.690148
8.075810895051177,10.524877668202324,110.773049930624,294.0,11,74,245,3601.811659192825,REST,1763833210.73871,1763833211.698323
7.2894287035733685,9.562594954544219,91.44322226467453,290.0,13,74,242,3251.0852017937223,REST,1763833210.743266,1763833211.789403
6.899213738462466,8.977924815134354,80.60313398620524,287.0,19,71,240,3077.0493273542597,REST,1763833210.833335,1763833211.798458
6.914556898389272,8.84161915731108,78.17422932293027,287.0,23,70,237,3083.892376681615,REST,1763833210.83784,1763833211.910566
7.35373725592713,9.179261567722833,84.25884292867342,290.0,23,68,235,3279.7668161435,REST,1763833210.906336,1763833211.918848
8.2242353556275,9.797997196361342,96.00074905990469,287.0,1,68,239,3668.0089686098645,REST,1763833210.943956,1763833211.948426
9.576343783305518,11.36016058898167,129.0532486074524,285.0,9,65,238,4271.049327354261,REST,1763833211.043524,1763833212.019506
11.003016348609458,12.86849826131464,165.59824750145788,284.0,3,66,237,4907.345291479818,REST,1763833211.050678,1763833212.047764
11.892004665285846,13.618873394002476,185.47371252186858,292.0,3,69,242,5303.834080717487,REST,1763833211.085942,1763833212.121856
12.90357738945082,14.744012056835277,217.385891532104,299.0,3,67,243,5754.9955156950655,REST,1763833211.209543,1763833212.147432
